Order Id,shipping date (DateOrders),Shipping Mode,Delivery Status,shipping_id
70195,10/27/2017 16:05,Standard Class,Shipping canceled,7951
12231,6/30/2015 12:42,Standard Class,Shipping canceled,7952
61711,6/21/2017 19:45,Standard Class,Shipping canceled,7953
15148,8/14/2015 2:40,Standard Class,Shipping canceled,7954
66793,9/6/2017 0:12,Standard Class,Shipping canceled,7955
15817,8/22/2015 21:02,Standard Class,Shipping canceled,7956
63824,7/25/2017 16:02,Standard Class,Shipping canceled,7957
50540,1/13/2017 18:03,Standard Class,Shipping canceled,7958
65885,8/25/2017 18:05,Standard Class,Shipping canceled,7959
15484,8/20/2015 0:23,Standard Class,Shipping canceled,7960
16561,9/1/2015 17:42,Standard Class,Shipping canceled,7961
70739,11/3/2017 14:40,Standard Class,Late delivery,7962
70842,11/3/2017 2:45,Standard Class,Advance shipping,7963
70527,10/29/2017 12:23,Standard Class,Advance shipping,7964
69615,10/19/2017 4:53,Standard Class,Late delivery,7965
69597,10/15/2017 22:34,Standard Class,Advance shipping,7966
63233,7/16/2017 0:59,Standard Class,Shipping on time,7967
63099,7/15/2017 2:02,Standard Class,Late delivery,7968
42460,9/17/2016 19:16,Standard Class,Late delivery,7969
66580,9/4/2017 21:35,Standard Class,Late delivery,7970
61782,6/23/2017 20:38,Standard Class,Advance shipping,7971
10962,6/13/2015 0:07,Standard Class,Advance shipping,7972
65486,8/15/2017 22:18,Standard Class,Advance shipping,7973
15171,8/12/2015 10:43,Standard Class,Advance shipping,7974
19032,10/8/2015 19:24,Standard Class,Advance shipping,7975
66823,9/6/2017 10:43,Standard Class,Shipping on time,7976
62381,7/1/2017 14:29,Standard Class,Advance shipping,7977
41778,9/5/2016 20:20,Standard Class,Shipping on time,7978
65180,8/15/2017 11:06,Standard Class,Late delivery,7979
67601,9/15/2017 19:17,Standard Class,Advance shipping,7980
65741,8/19/2017 15:39,Standard Class,Advance shipping,7981
51053,1/19/2017 5:47,Standard Class,Shipping on time,7982
68225,9/28/2017 21:54,Standard Class,Late delivery,7983
15734,8/23/2015 15:58,Standard Class,Late delivery,7984
11634,6/24/2015 19:33,Standard Class,Late delivery,7985
70353,10/27/2017 23:26,Standard Class,Shipping on time,7986
16240,9/1/2015 1:14,Standard Class,Late delivery,7987
71280,11/12/2017 12:12,Standard Class,Late delivery,7988
18787,10/5/2015 5:34,Standard Class,Advance shipping,7989
15024,8/13/2015 7:13,Standard Class,Late delivery,7990
68574,10/3/2017 0:10,Standard Class,Late delivery,7991
17144,9/13/2015 5:57,Standard Class,Late delivery,7992
12661,7/6/2015 19:21,Standard Class,Advance shipping,7993
11404,6/21/2015 10:58,Standard Class,Late delivery,7994
13619,7/23/2015 18:59,Standard Class,Late delivery,7995
64205,8/1/2017 5:31,Standard Class,Late delivery,7996
17093,9/11/2015 12:05,Standard Class,Shipping on time,7997
14267,7/31/2015 6:00,Standard Class,Advance shipping,7998
49308,12/24/2016 18:26,Standard Class,Shipping on time,7999
68628,10/2/2017 19:05,Standard Class,Shipping on time,8000
11611,6/21/2015 11:30,Standard Class,Advance shipping,8001
16915,9/10/2015 21:43,Standard Class,Late delivery,8002
71166,11/6/2017 20:16,Standard Class,Advance shipping,8003
19736,10/18/2015 2:02,Standard Class,Advance shipping,8004
18983,10/9/2015 2:14,Standard Class,Shipping on time,8005
18555,10/4/2015 20:17,Standard Class,Late delivery,8006
66846,9/4/2017 18:46,Standard Class,Advance shipping,8007
62469,7/5/2017 21:19,Standard Class,Late delivery,8008
68579,10/3/2017 1:55,Standard Class,Late delivery,8009
45595,11/2/2016 13:36,Standard Class,Late delivery,8010
65495,8/20/2017 1:27,Standard Class,Late delivery,8011
11565,6/24/2015 19:23,Standard Class,Late delivery,8012
13414,7/20/2015 19:10,Standard Class,Late delivery,8013
18551,9/30/2015 18:53,Standard Class,Advance shipping,8014
67808,9/20/2017 19:48,Standard Class,Shipping on time,8015
10318,6/4/2015 14:30,Standard Class,Shipping on time,8016
19930,10/24/2015 22:00,Standard Class,Late delivery,8017
17688,9/20/2015 4:32,Standard Class,Shipping on time,8018
16697,9/4/2015 17:21,Standard Class,Advance shipping,8019
19924,10/23/2015 19:54,Standard Class,Late delivery,8020
17973,9/24/2015 8:23,Standard Class,Shipping on time,8021
71459,11/14/2017 2:55,Standard Class,Late delivery,8022
71523,11/14/2017 1:20,Standard Class,Shipping on time,8023
70811,11/1/2017 15:53,Standard Class,Advance shipping,8024
70703,11/2/2017 2:03,Standard Class,Shipping on time,8025
70845,11/6/2017 3:48,Standard Class,Late delivery,8026
70692,10/31/2017 22:12,Standard Class,Advance shipping,8027
69941,10/19/2017 23:05,Standard Class,Advance shipping,8028
65169,8/14/2017 7:15,Standard Class,Late delivery,8029
48473,12/12/2016 13:54,Standard Class,Shipping on time,8030
16047,8/26/2015 5:37,Standard Class,Advance shipping,8031
68372,9/28/2017 1:24,Standard Class,Advance shipping,8032
14540,8/7/2015 5:39,Standard Class,Late delivery,8033
69227,10/10/2017 12:57,Standard Class,Advance shipping,8034
15363,8/17/2015 5:59,Standard Class,Shipping on time,8035
20005,10/26/2015 0:17,Standard Class,Late delivery,8036
67492,9/15/2017 5:06,Standard Class,Advance shipping,8037
13071,7/12/2015 19:00,Standard Class,Advance shipping,8038
13220,7/18/2015 23:12,Standard Class,Late delivery,8039
41301,8/27/2016 21:13,Standard Class,Advance shipping,8040
65744,8/22/2017 16:42,Standard Class,Late delivery,8041
18307,9/28/2015 5:24,Standard Class,Advance shipping,8042
67717,9/18/2017 11:55,Standard Class,Advance shipping,8043
16584,9/5/2015 1:45,Standard Class,Late delivery,8044
71193,11/9/2017 5:43,Standard Class,Shipping on time,8045
69237,10/10/2017 16:27,Standard Class,Advance shipping,8046
67298,9/13/2017 9:08,Standard Class,Shipping on time,8047
17206,9/11/2015 3:40,Standard Class,Advance shipping,8048
69235,10/13/2017 15:45,Standard Class,Late delivery,8049
18065,9/27/2015 16:37,Standard Class,Late delivery,8050
15072,8/12/2015 0:02,Standard Class,Advance shipping,8051
11015,6/16/2015 18:41,Standard Class,Late delivery,8052
19902,10/21/2015 12:12,Standard Class,Advance shipping,8053
17906,9/21/2015 8:55,Standard Class,Advance shipping,8054
11862,6/26/2015 3:26,Standard Class,Advance shipping,8055
10477,6/5/2015 22:12,Standard Class,Advance shipping,8056
68199,9/27/2017 12:47,Standard Class,Late delivery,8057
13081,7/12/2015 22:30,Standard Class,Advance shipping,8058
19009,10/10/2015 11:20,Standard Class,Late delivery,8059
64145,7/31/2017 8:30,Standard Class,Late delivery,8060
14471,8/2/2015 5:29,Standard Class,Advance shipping,8061
11714,6/25/2015 23:35,Standard Class,Late delivery,8062
66616,9/1/2017 10:12,Standard Class,Advance shipping,8063
15169,8/15/2015 10:01,Standard Class,Late delivery,8064
13002,7/12/2015 18:49,Standard Class,Advance shipping,8065
65776,8/20/2017 3:54,Standard Class,Advance shipping,8066
47158,11/23/2016 9:11,Standard Class,Shipping on time,8067
12634,7/9/2015 9:54,Standard Class,Late delivery,8068
12508,7/6/2015 13:45,Standard Class,Shipping on time,8069
13547,7/20/2015 17:46,Standard Class,Advance shipping,8070
17481,9/15/2015 4:01,Standard Class,Advance shipping,8071
64567,8/3/2017 12:20,Standard Class,Advance shipping,8072
64057,7/27/2017 1:40,Standard Class,Advance shipping,8073
66135,8/29/2017 9:41,Standard Class,Late delivery,8074
42491,9/14/2016 6:08,Standard Class,Advance shipping,8075
64219,7/31/2017 10:25,Standard Class,Late delivery,8076
18743,10/5/2015 14:09,Standard Class,Shipping on time,8077
14227,7/30/2015 16:00,Standard Class,Advance shipping,8078
14072,7/28/2015 9:41,Standard Class,Advance shipping,8079
61075,6/16/2017 12:56,Second Class,Late delivery,8080
4026,3/2/2015 18:08,Second Class,Shipping on time,8081
58024,5/2/2017 0:02,Second Class,Late delivery,8082
59049,5/16/2017 23:08,Second Class,Late delivery,8083
55926,3/29/2017 9:01,Second Class,Shipping on time,8084
9561,5/22/2015 13:17,Second Class,Shipping on time,8085
60961,6/10/2017 21:00,Second Class,Shipping on time,8086
8621,5/8/2015 19:58,Second Class,Shipping on time,8087
56508,4/8/2017 20:55,Second Class,Late delivery,8088
55671,3/25/2017 15:40,Second Class,Shipping on time,8089
3922,3/2/2015 5:42,Second Class,Late delivery,8090
5852,3/30/2015 9:51,Second Class,Late delivery,8091
5276,3/21/2015 0:04,Second Class,Shipping on time,8092
57793,4/27/2017 15:06,Second Class,Late delivery,8093
48360,12/12/2016 22:18,Second Class,Late delivery,8094
22980,12/8/2015 10:34,Second Class,Late delivery,8095
49056,12/19/2016 2:09,Second Class,Shipping on time,8096
49296,12/22/2016 14:14,Second Class,Shipping on time,8097
45618,10/31/2016 21:40,Second Class,Late delivery,8098
47892,12/3/2016 2:21,Second Class,Late delivery,8099
22609,12/2/2015 0:35,Second Class,Late delivery,8100
29604,3/13/2016 3:14,Second Class,Late delivery,8101
27800,2/16/2016 19:13,Second Class,Late delivery,8102
29082,3/3/2016 12:22,Second Class,Late delivery,8103
31025,4/3/2016 21:05,Second Class,Late delivery,8104
21302,11/10/2015 22:41,Second Class,Late delivery,8105
39559,8/5/2016 10:55,Second Class,Late delivery,8106
39475,8/5/2016 5:30,Second Class,Late delivery,8107
31573,4/9/2016 21:04,Second Class,Late delivery,8108
38371,7/16/2016 2:43,Second Class,Shipping on time,8109
47458,11/27/2016 18:18,Second Class,Late delivery,8110
48518,12/13/2016 5:39,Second Class,Late delivery,8111
41980,9/10/2016 19:06,Second Class,Late delivery,8112
42912,9/21/2016 9:38,Second Class,Late delivery,8113
46268,11/10/2016 9:23,Second Class,Late delivery,8114
43952,10/6/2016 13:59,Second Class,Late delivery,8115
47215,11/26/2016 5:10,Second Class,Late delivery,8116
42341,9/12/2016 1:35,Second Class,Shipping on time,8117
48340,12/12/2016 15:18,Second Class,Late delivery,8118
62497,7/4/2017 7:07,Second Class,Late delivery,8119
68594,10/3/2017 7:10,Second Class,Late delivery,8120
47144,11/24/2016 4:17,Second Class,Late delivery,8121
66969,9/9/2017 13:52,Second Class,Late delivery,8122
67749,9/20/2017 23:08,Second Class,Late delivery,8123
20292,10/27/2015 4:50,Second Class,Late delivery,8124
48363,12/10/2016 23:21,Second Class,Late delivery,8125
11891,6/25/2015 13:35,Second Class,Shipping on time,8126
56358,4/6/2017 16:22,Second Class,Late delivery,8127
51806,1/28/2017 5:35,Second Class,Shipping on time,8128
54041,3/1/2017 20:37,Second Class,Shipping on time,8129
3672,2/26/2015 14:06,Second Class,Late delivery,8130
54845,3/17/2017 14:17,Second Class,Late delivery,8131
2929,2/17/2015 17:48,Second Class,Late delivery,8132
59506,5/20/2017 15:15,Second Class,Shipping on time,8133
3389,2/24/2015 10:58,Second Class,Late delivery,8134
56634,4/11/2017 17:03,Second Class,Late delivery,8135
20474,10/31/2015 20:36,Second Class,Late delivery,8136
26575,1/29/2016 22:03,Second Class,Late delivery,8137
26735,2/1/2016 6:06,Second Class,Late delivery,8138
28153,2/19/2016 22:53,Second Class,Late delivery,8139
28588,2/26/2016 7:17,Second Class,Late delivery,8140
41369,8/31/2016 21:03,Second Class,Late delivery,8141
37756,7/7/2016 3:15,Second Class,Shipping on time,8142
37862,7/9/2016 16:23,Second Class,Late delivery,8143
37402,7/2/2016 23:14,Second Class,Late delivery,8144
40754,8/22/2016 21:35,Second Class,Late delivery,8145
31781,4/10/2016 21:56,Second Class,Shipping on time,8146
31558,4/9/2016 15:49,Second Class,Late delivery,8147
38845,7/27/2016 0:47,Second Class,Late delivery,8148
36568,6/21/2016 19:02,Second Class,Late delivery,8149
36271,6/15/2016 10:59,Second Class,Shipping on time,8150
45385,10/30/2016 12:02,Standard Class,Late delivery,8151
46962,11/19/2016 12:31,Standard Class,Advance shipping,8152
42537,9/15/2016 22:15,Standard Class,Advance shipping,8153
47853,12/3/2016 12:41,Standard Class,Shipping on time,8154
46846,11/16/2016 19:53,Standard Class,Advance shipping,8155
48367,12/10/2016 0:45,Standard Class,Advance shipping,8156
47670,12/2/2016 20:34,Standard Class,Late delivery,8157
47077,11/21/2016 4:49,Standard Class,Advance shipping,8158
44864,10/21/2016 21:30,Standard Class,Late delivery,8159
43484,10/1/2016 18:01,Standard Class,Late delivery,8160
48879,12/19/2016 12:08,Standard Class,Late delivery,8161
48133,12/7/2016 14:47,Standard Class,Shipping on time,8162
47492,11/27/2016 6:12,Standard Class,Advance shipping,8163
45864,11/5/2016 11:51,Standard Class,Late delivery,8164
44536,10/14/2016 2:35,Standard Class,Advance shipping,8165
49329,12/26/2016 1:47,Standard Class,Late delivery,8166
45304,10/28/2016 7:39,Standard Class,Late delivery,8167
50083,1/5/2017 1:57,Standard Class,Shipping on time,8168
41784,9/6/2016 22:26,Standard Class,Late delivery,8169
46807,11/17/2016 6:13,Standard Class,Advance shipping,8170
41593,9/3/2016 3:31,Standard Class,Shipping on time,8171
50533,1/11/2017 15:36,Standard Class,Shipping on time,8172
51057,1/18/2017 7:11,Standard Class,Advance shipping,8173
49558,12/28/2016 10:01,Standard Class,Shipping on time,8174
47576,11/27/2016 11:38,Standard Class,Advance shipping,8175
42139,9/12/2016 2:49,Standard Class,Late delivery,8176
43177,9/25/2016 6:28,Standard Class,Advance shipping,8177
45345,10/29/2016 22:01,Standard Class,Late delivery,8178
41833,9/6/2016 15:36,Standard Class,Shipping on time,8179
42054,9/10/2016 21:02,Standard Class,Late delivery,8180
49754,1/1/2017 6:41,Standard Class,Late delivery,8181
44675,10/20/2016 3:17,Standard Class,Late delivery,8182
43807,10/4/2016 11:11,Standard Class,Advance shipping,8183
48248,12/9/2016 7:04,Standard Class,Shipping on time,8184
45057,10/22/2016 17:07,Standard Class,Advance shipping,8185
46125,11/10/2016 7:17,Standard Class,Late delivery,8186
49714,12/31/2016 16:40,Standard Class,Late delivery,8187
48215,12/10/2016 19:30,Standard Class,Late delivery,8188
44937,10/20/2016 23:04,Standard Class,Advance shipping,8189
43115,9/27/2016 8:45,Standard Class,Late delivery,8190
43757,10/3/2016 17:40,Standard Class,Advance shipping,8191
48241,12/7/2016 4:37,Standard Class,Advance shipping,8192
46690,11/18/2016 13:14,Standard Class,Late delivery,8193
41505,9/3/2016 20:41,Standard Class,Late delivery,8194
47866,12/1/2016 17:14,Standard Class,Advance shipping,8195
41813,9/6/2016 8:36,Standard Class,Shipping on time,8196
48982,12/19/2016 0:13,Standard Class,Advance shipping,8197
47872,12/2/2016 19:20,Standard Class,Advance shipping,8198
48647,12/14/2016 2:51,Standard Class,Advance shipping,8199
44171,10/8/2016 18:43,Standard Class,Advance shipping,8200
45247,10/25/2016 11:41,Standard Class,Advance shipping,8201
49612,12/28/2016 4:56,Standard Class,Advance shipping,8202
43690,10/5/2016 18:12,Standard Class,Late delivery,8203
49876,12/31/2016 1:26,Standard Class,Advance shipping,8204
45469,10/30/2016 17:27,Standard Class,Late delivery,8205
43492,9/29/2016 20:50,Standard Class,Advance shipping,8206
45670,11/3/2016 15:53,Standard Class,Late delivery,8207
46727,11/16/2016 2:11,Standard Class,Advance shipping,8208
49819,1/2/2017 5:27,Standard Class,Late delivery,8209
48975,12/21/2016 21:46,Standard Class,Late delivery,8210
50153,1/6/2017 2:28,Standard Class,Shipping on time,8211
43197,9/25/2016 13:28,Standard Class,Advance shipping,8212
50510,1/13/2017 7:33,Standard Class,Late delivery,8213
45695,11/4/2016 0:38,Standard Class,Late delivery,8214
47085,11/24/2016 7:37,Standard Class,Late delivery,8215
50512,1/10/2017 8:15,Standard Class,Advance shipping,8216
50337,1/7/2017 18:56,Standard Class,Advance shipping,8217
49809,1/2/2017 1:57,Standard Class,Late delivery,8218
47836,12/1/2016 6:43,Standard Class,Advance shipping,8219
43888,10/6/2016 15:34,Standard Class,Shipping on time,8220
50789,1/16/2017 9:17,Standard Class,Late delivery,8221
50176,1/4/2017 10:32,Standard Class,Advance shipping,8222
47465,11/29/2016 20:45,Standard Class,Late delivery,8223
47998,12/5/2016 15:29,Standard Class,Shipping on time,8224
51242,1/21/2017 0:00,Standard Class,Advance shipping,8225
47556,11/27/2016 4:38,Standard Class,Advance shipping,8226
41854,9/7/2016 22:58,Standard Class,Late delivery,8227
48478,12/12/2016 15:39,Standard Class,Shipping on time,8228
47112,11/21/2016 17:04,Standard Class,Advance shipping,8229
42034,9/10/2016 14:01,Standard Class,Late delivery,8230
43803,10/5/2016 9:47,Standard Class,Shipping on time,8231
42022,9/8/2016 9:49,Standard Class,Advance shipping,8232
50491,1/9/2017 0:53,Standard Class,Advance shipping,8233
50676,1/11/2017 17:42,Standard Class,Advance shipping,8234
41374,8/31/2016 22:48,Standard Class,Late delivery,8235
45268,10/26/2016 19:02,Standard Class,Shipping on time,8236
46773,11/17/2016 18:18,Standard Class,Shipping on time,8237
48024,12/7/2016 0:35,Standard Class,Late delivery,8238
42020,9/11/2016 9:07,Standard Class,Late delivery,8239
45174,10/26/2016 10:06,Standard Class,Late delivery,8240
41714,9/5/2016 21:55,Standard Class,Late delivery,8241
44599,10/18/2016 0:39,Standard Class,Late delivery,8242
42949,9/23/2016 22:35,Standard Class,Late delivery,8243
45558,10/31/2016 0:38,Standard Class,Shipping on time,8244
50472,1/9/2017 18:14,Standard Class,Advance shipping,8245
44523,10/15/2016 22:02,Standard Class,Shipping on time,8246
43968,10/7/2016 19:35,Standard Class,Shipping on time,8247
48353,12/10/2016 19:51,Standard Class,Shipping on time,8248
46479,11/14/2016 11:18,Standard Class,Late delivery,8249
44934,10/22/2016 22:01,Standard Class,Late delivery,8250
48912,12/17/2016 23:42,Standard Class,Advance shipping,8251
69722,10/17/2017 18:22,Standard Class,Advance shipping,8252
70560,11/1/2017 23:57,Standard Class,Late delivery,8253
70631,10/30/2017 0:50,Standard Class,Advance shipping,8254
70756,10/31/2017 20:37,Standard Class,Advance shipping,8255
69612,10/16/2017 3:50,Standard Class,Advance shipping,8256
71075,11/9/2017 12:23,Standard Class,Late delivery,8257
70913,11/5/2017 3:37,Standard Class,Shipping on time,8258
69503,10/15/2017 13:38,Standard Class,Shipping on time,8259
71110,11/10/2017 0:39,Standard Class,Late delivery,8260
70556,10/28/2017 22:33,Standard Class,Advance shipping,8261
69825,10/22/2017 6:27,Standard Class,Late delivery,8262
69753,10/19/2017 5:13,Standard Class,Shipping on time,8263
70681,10/30/2017 18:21,Standard Class,Advance shipping,8264
70609,11/1/2017 17:07,Standard Class,Late delivery,8265
70963,11/5/2017 21:08,Standard Class,Shipping on time,8266
69680,10/20/2017 3:39,Standard Class,Late delivery,8267
70554,10/31/2017 21:51,Standard Class,Late delivery,8268
71125,11/10/2017 5:54,Standard Class,Late delivery,8269
69877,10/20/2017 0:40,Standard Class,Advance shipping,8270
70677,10/31/2017 16:57,Standard Class,Advance shipping,8271
69713,10/18/2017 15:13,Standard Class,Shipping on time,8272
70941,11/3/2017 13:26,Standard Class,Advance shipping,8273
70766,11/1/2017 0:07,Standard Class,Advance shipping,8274
69963,10/22/2017 6:48,Standard Class,Shipping on time,8275
69423,10/14/2017 9:37,Standard Class,Shipping on time,8276
70657,10/31/2017 9:56,Standard Class,Advance shipping,8277
69746,10/17/2017 2:46,Standard Class,Advance shipping,8278
69872,10/19/2017 22:55,Standard Class,Advance shipping,8279
69511,10/13/2017 16:26,Standard Class,Advance shipping,8280
70817,11/2/2017 17:59,Standard Class,Advance shipping,8281
70655,11/3/2017 9:14,Standard Class,Late delivery,8282
70637,10/31/2017 2:56,Standard Class,Advance shipping,8283
70780,11/5/2017 5:02,Standard Class,Late delivery,8284
70690,11/3/2017 21:30,Standard Class,Late delivery,8285
69834,10/21/2017 9:36,Standard Class,Late delivery,8286
70834,11/4/2017 23:57,Standard Class,Late delivery,8287
70762,11/1/2017 22:43,Standard Class,Advance shipping,8288
70564,11/1/2017 1:21,Standard Class,Late delivery,8289
69419,10/15/2017 8:13,Standard Class,Late delivery,8290
69869,10/21/2017 21:52,Standard Class,Late delivery,8291
69922,10/20/2017 16:26,Standard Class,Advance shipping,8292
69490,10/17/2017 9:05,Standard Class,Late delivery,8293
70580,11/2/2017 6:58,Standard Class,Late delivery,8294
70831,11/1/2017 22:54,Standard Class,Advance shipping,8295
70615,11/2/2017 19:13,Standard Class,Late delivery,8296
48866,12/16/2016 7:35,Standard Class,Advance shipping,8297
65164,8/14/2017 5:30,Standard Class,Late delivery,8298
62310,7/4/2017 13:37,Standard Class,Late delivery,8299
68558,10/1/2017 18:34,Standard Class,Shipping on time,8300
67905,9/24/2017 5:47,Standard Class,Late delivery,8301
45264,10/27/2016 17:38,Standard Class,Late delivery,8302
15914,8/26/2015 7:01,Standard Class,Late delivery,8303
68786,10/3/2017 2:26,Standard Class,Advance shipping,8304
66437,8/30/2017 19:29,Standard Class,Advance shipping,8305
47482,11/27/2016 2:42,Standard Class,Advance shipping,8306
19783,10/20/2015 18:30,Standard Class,Shipping on time,8307
48675,12/17/2016 12:40,Standard Class,Late delivery,8308
64268,7/31/2017 3:35,Standard Class,Shipping on time,8309
67991,9/21/2017 11:55,Standard Class,Advance shipping,8310
19954,10/24/2015 6:25,Standard Class,Late delivery,8311
14304,8/2/2015 18:58,Standard Class,Late delivery,8312
10365,6/7/2015 6:58,Standard Class,Late delivery,8313
63913,7/25/2017 23:13,Standard Class,Shipping on time,8314
18842,10/6/2015 0:50,Standard Class,Advance shipping,8315
14696,8/5/2015 12:18,Standard Class,Advance shipping,8316
68742,10/3/2017 11:02,Standard Class,Advance shipping,8317
65062,8/10/2017 17:45,Standard Class,Advance shipping,8318
14237,7/30/2015 19:30,Standard Class,Advance shipping,8319
66020,8/27/2017 17:23,Standard Class,Late delivery,8320
13556,7/19/2015 20:55,Standard Class,Advance shipping,8321
67665,9/20/2017 17:42,Standard Class,Late delivery,8322
19319,10/14/2015 23:57,Standard Class,Late delivery,8323
17543,9/18/2015 1:44,Standard Class,Shipping on time,8324
18064,9/26/2015 16:16,Standard Class,Late delivery,8325
11006,6/12/2015 15:32,Standard Class,Advance shipping,8326
64961,8/8/2017 6:22,Standard Class,Advance shipping,8327
15040,8/14/2015 12:49,Standard Class,Late delivery,8328
11594,6/24/2015 5:32,Standard Class,Late delivery,8329
15031,8/10/2015 9:40,Standard Class,Advance shipping,8330
64304,8/1/2017 16:12,Standard Class,Late delivery,8331
50410,1/11/2017 20:31,Standard Class,Late delivery,8332
14976,8/9/2015 14:24,Standard Class,Advance shipping,8333
62921,7/9/2017 11:40,Standard Class,Advance shipping,8334
12438,7/5/2015 13:14,Standard Class,Shipping on time,8335
64446,7/31/2017 17:57,Standard Class,Advance shipping,8336
64229,7/31/2017 13:55,Standard Class,Late delivery,8337
68703,10/3/2017 21:22,Standard Class,Shipping on time,8338
68845,10/7/2017 23:07,Standard Class,Late delivery,8339
48190,12/10/2016 10:45,Standard Class,Late delivery,8340
66865,9/9/2017 1:26,Standard Class,Late delivery,8341
45389,10/29/2016 13:26,Standard Class,Late delivery,8342
13470,7/22/2015 14:47,Standard Class,Late delivery,8343
66174,8/28/2017 23:20,Standard Class,Late delivery,8344
70056,10/21/2017 15:23,Standard Class,Advance shipping,8345
65398,8/16/2017 15:28,Standard Class,Shipping on time,8346
64076,7/26/2017 8:19,Standard Class,Advance shipping,8347
18010,9/26/2015 21:21,Standard Class,Late delivery,8348
50815,1/17/2017 18:24,Standard Class,Late delivery,8349
42670,9/20/2016 20:51,Standard Class,Late delivery,8350
50832,1/15/2017 0:21,Standard Class,Advance shipping,8351
12051,6/27/2015 21:39,Standard Class,Advance shipping,8352
20051,10/22/2015 16:24,Standard Class,Advance shipping,8353
70487,10/28/2017 22:23,Standard Class,Advance shipping,8354
20261,10/25/2015 17:58,Standard Class,Advance shipping,8355
11318,6/19/2015 4:50,Standard Class,Shipping on time,8356
66173,8/27/2017 22:59,Standard Class,Shipping on time,8357
64652,8/4/2017 18:07,Standard Class,Advance shipping,8358
62392,7/2/2017 18:20,Standard Class,Advance shipping,8359
16663,9/5/2015 5:26,Standard Class,Shipping on time,8360
14600,8/8/2015 2:40,Standard Class,Late delivery,8361
13575,7/24/2015 3:34,Standard Class,Late delivery,8362
13190,7/18/2015 12:41,Standard Class,Late delivery,8363
42066,9/8/2016 1:14,Standard Class,Advance shipping,8364
70252,10/25/2017 12:03,Standard Class,Advance shipping,8365
65751,8/19/2017 19:09,Standard Class,Advance shipping,8366
65101,8/10/2017 7:25,Standard Class,Advance shipping,8367
15864,8/25/2015 13:30,Standard Class,Late delivery,8368
14469,8/5/2015 4:47,Standard Class,Late delivery,8369
13812,7/24/2015 14:36,Standard Class,Advance shipping,8370
70414,10/29/2017 20:48,Standard Class,Late delivery,8371
65293,8/15/2017 2:41,Standard Class,Shipping on time,8372
18672,10/3/2015 13:16,Standard Class,Advance shipping,8373
10911,6/11/2015 6:15,Standard Class,Advance shipping,8374
62767,7/8/2017 5:43,Standard Class,Advance shipping,8375
19894,10/23/2015 9:24,Standard Class,Late delivery,8376
17005,9/12/2015 5:15,Standard Class,Late delivery,8377
46152,11/7/2016 16:45,Standard Class,Advance shipping,8378
70287,10/26/2017 0:18,Standard Class,Advance shipping,8379
41621,9/1/2016 13:20,Standard Class,Advance shipping,8380
66021,8/23/2017 17:44,Standard Class,Advance shipping,8381
14023,7/28/2015 16:31,Standard Class,Shipping on time,8382
69242,10/10/2017 18:12,Standard Class,Advance shipping,8383
70179,10/26/2017 10:28,Standard Class,Late delivery,8384
10454,6/7/2015 14:09,Standard Class,Late delivery,8385
13810,7/27/2015 13:54,Standard Class,Late delivery,8386
12339,7/5/2015 2:33,Standard Class,Late delivery,8387
12294,7/4/2015 10:47,Standard Class,Late delivery,8388
68278,9/27/2017 16:28,Standard Class,Shipping on time,8389
66855,9/8/2017 21:56,Standard Class,Late delivery,8390
65233,8/14/2017 5:40,Standard Class,Shipping on time,8391
64978,8/10/2017 12:20,Standard Class,Shipping on time,8392
61831,6/23/2017 13:48,Standard Class,Advance shipping,8393
61602,6/21/2017 5:34,Standard Class,Advance shipping,8394
41717,9/3/2016 22:58,Standard Class,Advance shipping,8395
19707,10/18/2015 15:53,Standard Class,Advance shipping,8396
19272,10/12/2015 7:29,Standard Class,Advance shipping,8397
17525,9/19/2015 19:26,Standard Class,Late delivery,8398
13462,7/19/2015 11:59,Standard Class,Advance shipping,8399
12718,7/9/2015 15:19,Standard Class,Shipping on time,8400
70304,10/28/2017 6:16,Standard Class,Late delivery,8401
10743,6/10/2015 19:24,Standard Class,Shipping on time,8402
66853,9/6/2017 21:14,Standard Class,Shipping on time,8403
64646,8/3/2017 16:01,Standard Class,Advance shipping,8404
12878,7/11/2015 23:23,Standard Class,Shipping on time,8405
12842,7/10/2015 10:46,Standard Class,Advance shipping,8406
17734,9/21/2015 20:39,Standard Class,Late delivery,8407
71160,11/10/2017 18:10,Standard Class,Late delivery,8408
68093,9/24/2017 23:39,Standard Class,Shipping on time,8409
62576,7/4/2017 10:48,Standard Class,Advance shipping,8410
61600,6/24/2017 4:52,Standard Class,Late delivery,8411
19388,10/15/2015 0:07,Standard Class,Shipping on time,8412
16646,9/2/2015 23:29,Standard Class,Advance shipping,8413
14741,8/6/2015 4:04,Standard Class,Advance shipping,8414
10718,6/10/2015 10:38,Standard Class,Shipping on time,8415
49060,12/23/2016 3:33,Standard Class,Late delivery,8416
68802,10/4/2017 8:03,Standard Class,Advance shipping,8417
17613,9/19/2015 2:16,Standard Class,Shipping on time,8418
15791,8/21/2015 11:56,Standard Class,Advance shipping,8419
15400,8/19/2015 18:57,Standard Class,Late delivery,8420
11170,6/19/2015 0:59,Standard Class,Late delivery,8421
68398,9/29/2017 10:30,Standard Class,Shipping on time,8422
15099,8/14/2015 9:30,Standard Class,Late delivery,8423
13406,7/17/2015 16:22,Standard Class,Advance shipping,8424
