Order Id,Customer Id,order date (DateOrders),Order Status,Order Region,Order State
58576,8767,5/5/2017 1:25,COMPLETE,Central America,Francisco Morazán
52257,2329,2/1/2017 19:36,COMPLETE,Central America,México
22584,3195,11/26/2015 15:49,COMPLETE,Oceania,Australia del Sur
25580,1038,1/9/2016 9:27,COMPLETE,Oceania,Queensland
50682,8078,1/9/2017 19:48,COMPLETE,West Asia,Estambul
22796,343,11/29/2015 18:06,COMPLETE,Oceania,Victoria
26970,8995,1/29/2016 16:26,COMPLETE,Southeast Asia,Bangkok
44777,8507,10/15/2016 15:01,ON_HOLD,South Asia,Mazandarán
38095,6504,7/10/2016 2:01,COMPLETE,US Center ,Texas
37289,6969,6/28/2016 7:38,COMPLETE,West of USA ,California
34164,8615,5/13/2016 16:49,COMPLETE,East of USA,Ohio
49438,10696,12/22/2016 15:58,COMPLETE,Southern Africa,Gauteng
41803,8927,9/2/2016 5:06,COMPLETE,North Africa,El Cairo
66755,8358,9/1/2017 10:53,COMPLETE,Western Europe,Viena
15412,2919,8/13/2015 23:09,COMPLETE,Western Europe,Sajonia
62370,6696,6/29/2017 10:38,COMPLETE,Western Europe,Bretaña
19068,10226,10/6/2015 8:01,COMPLETE,Southern Europe,Véneto
64683,1953,8/2/2017 4:59,COMPLETE,Northern Europe,Västra Götaland
18329,12196,9/25/2015 13:06,ON_HOLD,Southern Europe,Madrid
68387,1608,9/25/2017 6:39,ON_HOLD,Western Europe,Lieja
1779,7372,1/26/2015 22:54,COMPLETE,South America,Pichincha
51377,4711,1/19/2017 23:18,COMPLETE,Central America,Coahuila
8512,8100,5/5/2015 5:46,COMPLETE,Central America,Michoacán
53085,1662,2/13/2017 21:41,COMPLETE,Central America,Yucatán
7265,11972,4/17/2015 0:54,COMPLETE,Central America,Chiapas
59666,4749,5/20/2017 23:18,COMPLETE,South America,Minas Gerais
55167,3984,3/16/2017 7:06,ON_HOLD,Caribbean,Santiago de Chile
760,444,1/12/2015 1:54,ON_HOLD,Caribbean,Santo Domingo
5056,93,3/15/2015 18:59,ON_HOLD,Caribbean,Camagüey
49198,4120,12/19/2016 3:54,COMPLETE,West Asia,Jerusalén
24641,11157,12/26/2015 16:29,COMPLETE,Eastern Asia,Guangdong
29935,4807,3/12/2016 23:12,COMPLETE,Southeast Asia,Bangkok
23054,1806,12/3/2015 12:29,COMPLETE,Southeast Asia,Singapur
30680,70,3/23/2016 20:13,COMPLETE,Oceania,Nueva Gales del Sur
26203,4202,1/18/2016 11:43,COMPLETE,Southeast Asia,Capital Nacional
48272,9625,12/5/2016 15:28,COMPLETE,West Asia,Bursa
30800,12232,3/25/2016 14:15,COMPLETE,Oceania,Auckland
49252,6222,12/19/2016 22:49,COMPLETE,West Asia,Konya
44919,518,10/17/2016 16:46,ON_HOLD,West Asia,Antalya
24626,12122,12/26/2015 11:14,ON_HOLD,Oceania,Queensland
37813,1221,7/5/2016 23:13,COMPLETE,West of USA ,California
39782,4010,8/3/2016 17:03,COMPLETE,West of USA ,California
39969,6963,8/6/2016 10:34,COMPLETE,US Center ,Illinois
35668,5524,6/4/2016 15:44,COMPLETE,US Center ,Indiana
34882,1845,5/24/2016 4:22,COMPLETE,US Center ,Michigan
39236,4470,7/26/2016 17:46,COMPLETE,West of USA ,California
31823,11419,4/9/2016 12:39,COMPLETE,South of  USA ,Florida
39595,2452,7/31/2016 23:32,COMPLETE,South of  USA ,Carolina del Norte
39907,7608,8/5/2016 12:50,ON_HOLD,East of USA,Nueva York
36964,2844,6/23/2016 13:47,ON_HOLD,West of USA ,Washington
46510,10275,11/9/2016 22:10,COMPLETE,East Africa,Benadir
13061,10285,7/10/2015 15:29,COMPLETE,Western Europe,Aquitania-Lemosín-Poitou-Charentes
65911,1864,8/20/2017 3:12,COMPLETE,Western Europe,Isla de Francia
47108,5054,11/18/2016 15:40,COMPLETE,Eastern Europe,Gran Polonia
50865,1522,1/12/2017 11:55,COMPLETE,Eastern Europe,Gómel
19676,6950,10/15/2015 5:01,COMPLETE,Northern Europe,Estocolmo
12813,9899,7/7/2015 0:36,COMPLETE,Western Europe,Normandía
64024,6710,7/23/2017 14:06,COMPLETE,Western Europe,Isla de Francia
18803,10612,10/2/2015 11:10,COMPLETE,Western Europe,Renania del Norte-Westfalia
62367,7664,6/29/2017 9:35,ON_HOLD,Western Europe,Bretaña
9659,6934,5/21/2015 23:37,COMPLETE,Central America,Guatemala
60433,7268,6/1/2017 4:01,COMPLETE,Central America,Managua
9767,6553,5/23/2015 13:27,COMPLETE,Central America,San Luis Potosí
1333,905,1/20/2015 10:39,COMPLETE,Central America,Chihuahua
54947,7657,3/13/2017 2:01,COMPLETE,Caribbean,Mayabeque
24689,2896,12/27/2015 9:18,CLOSED,Eastern Asia,Sichuan
26760,11109,1/26/2016 14:52,CLOSED,Eastern Asia,Seúl
22562,7028,11/26/2015 8:07,CLOSED,Southeast Asia,Sumatra Septentrional
23453,1844,12/9/2015 8:16,CLOSED,Southeast Asia,Java Occidental
23180,1981,12/5/2015 8:38,CLOSED,Southeast Asia,Capital Nacional
74053,17606,12/16/2017 23:42,CLOSED,Southeast Asia,Kuala Lumpur
75395,18948,1/5/2018 13:52,CLOSED,South Asia,Uttar Pradesh
75466,19019,1/6/2018 14:45,CLOSED,South Asia,Assam
76237,19790,1/17/2018 20:51,CLOSED,Oceania,Queensland
72702,16255,11/27/2017 6:23,CLOSED,South Asia,Maharashtra
76413,19966,1/20/2018 10:31,CLOSED,Oceania,Victoria
73613,17166,12/10/2017 13:33,CLOSED,Oceania,Australia del Sur
76446,19999,1/20/2018 22:05,CLOSED,South Asia,Punyab
76300,19853,1/18/2018 18:56,CLOSED,Southeast Asia,Yogyakarta
76731,20284,1/25/2018 1:56,CLOSED,Oceania,Victoria
76728,20281,1/25/2018 0:53,CLOSED,Oceania,Victoria
32129,1128,4/13/2016 23:52,CLOSED,South of  USA ,Kentucky
36343,2560,6/14/2016 12:13,CLOSED,West of USA ,California
38241,11430,7/12/2016 5:10,CLOSED,East of USA,Delaware
35566,637,6/3/2016 4:00,CLOSED,West of USA ,Washington
34316,9260,5/15/2016 22:04,CLOSED,West of USA ,Utah
31734,11560,4/8/2016 5:29,CLOSED,US Center ,Illinois
38801,297,7/20/2016 9:22,CLOSED,East of USA,Nueva Jersey
32322,5985,4/16/2016 19:29,CLOSED,East of USA,Ohio
35251,3596,5/29/2016 13:38,CLOSED,US Center ,Michigan
37455,8844,6/30/2016 17:48,CLOSED,US Center ,Oklahoma
39316,9129,7/27/2016 21:47,CLOSED,US Center ,Misuri
37135,6971,6/26/2016 1:41,CLOSED,West of USA ,Washington
34109,11474,5/12/2016 21:33,CLOSED,US Center ,Wisconsin
31642,7821,4/6/2016 21:15,CLOSED,West of USA ,California
35655,5201,6/4/2016 11:11,CLOSED,US Center ,Illinois
38029,7533,7/9/2016 2:54,CLOSED,West of USA ,Colorado
38982,9006,7/23/2016 0:46,CLOSED,East of USA,Nueva York
40348,11416,8/11/2016 23:21,CLOSED,West of USA ,California
35461,7017,6/1/2016 15:13,CLOSED,West of USA ,Colorado
35617,4699,6/3/2016 21:52,CLOSED,West of USA ,Nuevo México
37674,1016,7/3/2016 22:31,CLOSED,West of USA ,California
40518,1988,8/14/2016 10:54,CLOSED,South of  USA ,Luisiana
37063,11610,6/25/2016 0:28,CLOSED,US Center ,Texas
35935,3132,6/8/2016 13:16,CLOSED,West of USA ,California
33251,4197,4/30/2016 8:57,CLOSED,East of USA,Nueva York
38665,8719,7/18/2016 9:43,CLOSED,South of  USA ,Florida
39085,8479,7/24/2016 12:51,CLOSED,US Center ,Illinois
37356,10156,6/29/2016 7:07,CLOSED,East of USA,Pensilvania
34607,2101,5/20/2016 4:01,CLOSED,East of USA,Nueva York
40849,1143,8/19/2016 6:52,CLOSED,South of  USA ,Virginia
67333,10046,9/9/2017 21:23,CLOSED,Western Europe,Viena
16297,5207,8/26/2015 21:12,CLOSED,Western Europe,Baden-Wurtemberg
16096,6709,8/23/2015 22:47,CLOSED,Southern Europe,Lombardía
68196,5733,9/22/2017 11:44,CLOSED,Western Europe,Renania-Palatinado
63522,8309,7/16/2017 6:14,CLOSED,Western Europe,Limburgo
11869,11515,6/23/2015 5:53,CLOSED,Northern Europe,Inglaterra
63177,1016,7/11/2017 5:22,CLOSED,Western Europe,Normandía
66072,7256,8/22/2017 11:36,CLOSED,Western Europe,Alsacia-Champaña-Ardenas-Lorena
62727,8548,7/4/2017 15:42,CLOSED,Western Europe,Provenza-Alpes-Costa Azul
68420,1550,9/25/2017 18:13,CLOSED,Southern Europe,Sicilia
6104,9883,3/31/2015 2:09,CLOSED,Central America,Chiriquí
57837,1954,4/24/2017 6:31,CLOSED,South America,Bogotá
53569,1637,2/20/2017 23:15,CLOSED,Central America,Coahuila
60811,3625,6/6/2017 16:27,CLOSED,Central America,Chihuahua
54885,5881,3/12/2017 4:18,CLOSED,South America,Buenos Aires
8610,9739,5/6/2015 16:06,CLOSED,South America,Minas Gerais
28125,10163,2/15/2016 13:05,CLOSED,Oceania,Victoria
41413,679,8/27/2016 12:28,CLOSED,West Asia,Gaziantep
25211,2909,1/4/2016 0:11,CLOSED,Southeast Asia,Sumatra Meridional
21735,4863,11/14/2015 6:23,CLOSED,Southeast Asia,Kalimantan Oriental
50506,9260,1/7/2017 6:09,CLOSED,West Asia,Meca
48113,5628,12/3/2016 7:46,CLOSED,West Asia,Ankara
21132,11773,11/5/2015 11:07,CLOSED,South Asia,Madhya Pradesh
49978,7508,12/30/2016 13:10,CLOSED,West Africa,Oyo
43013,6270,9/19/2016 21:01,CLOSED,West Africa,Lagos
42138,11818,9/7/2016 2:28,CLOSED,West Africa,Plateau
43695,9549,9/29/2016 19:57,CLOSED,East Africa,Nairobi
18127,2911,9/22/2015 14:20,CLOSED,Southern Europe,Lombardía
44740,4724,10/15/2016 2:03,CLOSED,Eastern Europe,Pilsen
67399,2909,9/10/2017 20:31,CLOSED,Western Europe,Isla de Francia
17891,4482,9/19/2015 3:39,CLOSED,Western Europe,Limburgo
11701,11414,6/20/2015 19:01,CLOSED,Western Europe,Sajonia-Anhalt
15093,9635,8/9/2015 7:23,CLOSED,Western Europe,Alsacia-Champaña-Ardenas-Lorena
12742,1966,7/5/2015 23:44,CLOSED,Western Europe,Brandenburgo
64562,2896,7/31/2017 10:35,CLOSED,Southern Europe,Andalucía
3526,1023,2/21/2015 10:57,CLOSED,Central America,Matagalpa
58402,3191,5/2/2017 12:28,CLOSED,Central America,San Salvador
57550,2598,4/20/2017 1:58,CLOSED,Central America,Coahuila
55753,2623,3/24/2017 20:24,CLOSED,Caribbean,Ciego de Ávila
6649,5560,4/8/2015 1:05,CLOSED,Caribbean,Santiago de Cuba
58295,1011,4/30/2017 22:59,CLOSED,South America,Arequipa
8655,7557,5/7/2015 7:52,CLOSED,South America,Minas Gerais
26450,5165,1/22/2016 2:15,CLOSED,Oceania,Victoria
27853,10038,2/11/2016 13:47,CLOSED,Southeast Asia,Cordillera
50285,4406,1/4/2017 0:43,CLOSED,Central Asia,Asjabad
27393,5722,2/4/2016 20:38,CLOSED,Southeast Asia,Capital Nacional
47897,9215,11/30/2016 4:06,CLOSED,West Asia,Riad
42899,3119,9/18/2016 5:04,CLOSED,South Asia,Teherán
29226,225,3/2/2016 14:49,CLOSED,South Asia,Jharkhand
28802,5332,2/25/2016 10:16,CLOSED,South Asia,Delhi
33711,1764,5/7/2016 2:06,CLOSED,US Center ,Wisconsin
39223,1815,7/26/2016 13:12,CLOSED,East of USA,Nueva York
39922,11564,8/5/2016 18:06,CLOSED,West of USA ,Colorado
43744,2341,9/30/2016 13:07,CLOSED,Central Africa,Huambo
68280,10163,9/23/2017 17:10,CLOSED,Western Europe,Norte-Paso de Calais-Picardía
43940,2984,10/3/2016 9:47,CLOSED,Eastern Europe,Poltava
10489,8158,6/3/2015 2:24,CLOSED,Western Europe,Isla de Francia
62452,7371,6/30/2017 15:22,CLOSED,Northern Europe,Inglaterra
15211,7172,8/11/2015 0:44,CLOSED,Southern Europe,Campania
68140,9979,9/21/2017 16:07,CLOSED,Western Europe,Alsacia-Champaña-Ardenas-Lorena
11315,8842,6/15/2015 3:47,CLOSED,Western Europe,Alta Austria
48868,5040,12/14/2016 8:17,CLOSED,Eastern Europe,Mazovia
11615,908,6/19/2015 12:54,CLOSED,Western Europe,Namur
67589,8041,9/13/2017 15:05,CLOSED,Northern Europe,Inglaterra
68230,3429,9/22/2017 23:39,CLOSED,Western Europe,Baja Sajonia
68667,2920,9/29/2017 8:45,CLOSED,Southern Europe,Madrid
4239,5982,3/3/2015 20:45,CLOSED,Central America,Tamaulipas
54593,9226,3/7/2017 22:00,CLOSED,Central America,Puebla
56071,3083,3/29/2017 11:49,CLOSED,South America,Chaco
951,3129,1/14/2015 20:49,CLOSED,South America,Bogotá
51620,2146,1/23/2017 12:26,CLOSED,Central America,Guatemala
26877,8613,1/28/2016 7:51,CLOSED,Southeast Asia,Java Occidental
27849,4138,2/11/2016 12:23,CLOSED,Eastern Asia,Hubei
28475,5562,2/20/2016 15:42,CLOSED,Eastern Asia,Shanghái
29996,2203,3/13/2016 20:35,CLOSED,Eastern Asia,Heilongjiang
25965,11642,1/15/2016 0:20,CLOSED,Eastern Asia,Hubei
21237,9260,11/6/2015 23:55,CLOSED,Southeast Asia,Capital Nacional
33190,8586,4/29/2016 11:35,CLOSED,West of USA ,Oregón
32990,9327,4/26/2016 13:30,CLOSED,US Center ,Texas
32326,10211,4/16/2016 20:53,CLOSED,East of USA,Nueva Jersey
49174,7440,12/18/2016 19:29,CLOSED,North Africa,Gharbia
13825,5874,7/21/2015 19:09,CLOSED,Western Europe,Berlín
14461,4724,7/31/2015 1:58,CLOSED,Northern Europe,Inglaterra
12594,9006,7/3/2015 19:53,CLOSED,Western Europe,Hamburgo
66241,4071,8/24/2017 22:49,CLOSED,Western Europe,Baja Sajonia
66427,2785,8/27/2017 15:59,CLOSED,Southern Europe,Piamonte
68460,10096,9/26/2017 8:14,CLOSED,Western Europe,Alsacia-Champaña-Ardenas-Lorena
66024,1867,8/21/2017 18:47,CLOSED,Western Europe,Borgoña-Franco Condado
10565,3834,6/4/2015 5:02,CLOSED,Western Europe,Renania del Norte-Westfalia
52572,12138,2/6/2017 9:57,CLOSED,South America,Minas Gerais
56016,109,3/28/2017 16:32,CLOSED,Central America,Nayarit
7258,8125,4/16/2015 22:27,CLOSED,Central America,Michoacán
28668,8110,2/23/2016 11:19,CLOSED,Eastern Asia,Tianjin
23282,9366,12/6/2015 20:22,CLOSED,Eastern Asia,Anhui
21987,4356,11/17/2015 22:40,CLOSED,Oceania,Queensland
20711,255,10/30/2015 7:38,CLOSED,Southeast Asia,Sumatra Septentrional
37877,8282,7/6/2016 21:39,CLOSED,West of USA ,Washington
47213,8304,11/20/2016 4:27,COMPLETE,Central Africa,Bajo Congo
41484,6239,8/28/2016 13:20,COMPLETE,East Africa,Benadir
49965,11472,12/30/2016 8:36,COMPLETE,Central Africa,Luanda
45032,667,10/19/2016 8:21,COMPLETE,West Africa,Ríos
50941,2074,1/13/2017 14:33,COMPLETE,East Africa,Dar es Salaam
44091,6726,10/5/2016 14:41,COMPLETE,East Africa,Sofala
46021,10876,11/2/2016 18:51,COMPLETE,North Africa,Gran Casablanca
46654,8265,11/12/2016 0:37,COMPLETE,Central Africa,Centro
44201,2708,10/7/2016 5:13,COMPLETE,Central Africa,Katanga
46998,5068,11/17/2016 1:08,COMPLETE,North Africa,Gran Casablanca
49976,5873,12/30/2016 12:28,COMPLETE,West Africa,Oyo
46110,8849,11/4/2016 2:02,COMPLETE,West Africa,Benue
46114,7804,11/4/2016 3:26,ON_HOLD,West Africa,Kaduna
70740,14293,10/29/2017 15:01,COMPLETE,Southern Europe,Toscana
69427,12980,10/10/2017 11:01,COMPLETE,Northern Europe,Inglaterra
70589,14142,10/27/2017 10:07,COMPLETE,Southern Europe,Piamonte
69623,13176,10/13/2017 7:41,COMPLETE,Western Europe,Renania del Norte-Westfalia
69801,13354,10/15/2017 22:02,COMPLETE,Northern Europe,Inglaterra
69765,13318,10/15/2017 9:26,COMPLETE,Western Europe,Holanda Septentrional
69621,13174,10/13/2017 6:59,COMPLETE,Western Europe,Viena
69799,13352,10/15/2017 21:20,COMPLETE,Northern Europe,Inglaterra
69439,12992,10/10/2017 15:13,COMPLETE,Western Europe,Bretaña
70853,14406,10/31/2017 6:36,COMPLETE,Western Europe,Hamburgo
69689,13242,10/14/2017 6:48,COMPLETE,Western Europe,Norte-Paso de Calais-Picardía
70670,14223,10/28/2017 14:29,COMPLETE,Western Europe,Isla de Francia
64537,12167,7/31/2017 1:50,COMPLETE,Western Europe,Auvernia-Ródano-Alpes
66484,2856,8/28/2017 11:57,COMPLETE,Western Europe,Bavaria
68301,3946,9/24/2017 0:31,COMPLETE,Southern Europe,Liguria
12313,2395,6/29/2015 17:26,COMPLETE,Western Europe,Utrecht
62675,6289,7/3/2017 21:29,COMPLETE,Western Europe,Bretaña
64903,12044,8/5/2017 10:03,COMPLETE,Western Europe,Baden-Wurtemberg
14646,87,8/2/2015 18:47,COMPLETE,Western Europe,Sajonia-Anhalt
68710,9685,9/29/2017 23:49,COMPLETE,Western Europe,Isla de Francia
11327,8658,6/15/2015 8:00,COMPLETE,Western Europe,Holanda Septentrional
43901,10447,10/2/2016 20:07,COMPLETE,Eastern Europe,Silesia
64339,3736,7/28/2017 4:28,COMPLETE,Western Europe,Renania del Norte-Westfalia
16117,2083,8/24/2015 6:09,COMPLETE,Western Europe,Baden-Wurtemberg
61897,400,6/22/2017 12:55,COMPLETE,Western Europe,Bavaria
15867,1254,8/20/2015 14:33,COMPLETE,Western Europe,Provenza-Alpes-Costa Azul
68408,934,9/25/2017 14:01,COMPLETE,Southern Europe,Calabria
13267,6878,7/13/2015 15:40,COMPLETE,Southern Europe,Cataluña
20030,11061,10/20/2015 9:03,COMPLETE,Western Europe,Aquitania-Lemosín-Poitou-Charentes
46613,7929,11/11/2016 10:15,COMPLETE,Eastern Europe,Gómel
19457,11081,10/12/2015 0:18,COMPLETE,Southern Europe,Madrid
18045,7230,9/21/2015 9:37,COMPLETE,Western Europe,Isla de Francia
11276,11694,6/14/2015 14:08,COMPLETE,Western Europe,Renania-Palatinado
12831,3511,7/7/2015 6:55,COMPLETE,Western Europe,Viena
66717,10319,8/31/2017 21:35,COMPLETE,Western Europe,Isla de Francia
65469,3776,8/13/2017 16:21,COMPLETE,Western Europe,Isla de Francia
15919,8255,8/21/2015 8:47,COMPLETE,Western Europe,Isla de Francia
18187,5226,9/23/2015 11:21,COMPLETE,Northern Europe,Escocia
66103,5733,8/22/2017 22:28,COMPLETE,Southern Europe,Islas Baleares
16673,10948,9/1/2015 8:56,COMPLETE,Western Europe,Alsacia-Champaña-Ardenas-Lorena
67795,10074,9/16/2017 15:15,COMPLETE,Western Europe,Borgoña-Franco Condado
13101,12377,7/11/2015 5:30,COMPLETE,Western Europe,Bremen
70224,13777,10/22/2017 2:14,COMPLETE,Northern Europe,Oslo
65939,477,8/20/2017 13:01,COMPLETE,Western Europe,Normandía
19677,3861,10/15/2015 5:22,COMPLETE,Northern Europe,Estocolmo
16348,8327,8/27/2015 15:04,COMPLETE,Western Europe,Berlín
13239,11946,7/13/2015 5:51,COMPLETE,Western Europe,Viena
61743,11956,6/20/2017 6:58,COMPLETE,Northern Europe,Inglaterra
17711,380,9/16/2015 12:36,COMPLETE,Western Europe,Isla de Francia
19397,11913,10/11/2015 3:16,COMPLETE,Northern Europe,Estocolmo
42378,7479,9/10/2016 14:33,COMPLETE,Western Europe,Carintia
11373,9883,6/16/2015 0:07,COMPLETE,Western Europe,Isla de Francia
12166,5873,6/27/2015 13:56,COMPLETE,Western Europe,Isla de Francia
16206,10331,8/25/2015 13:20,COMPLETE,Western Europe,Sajonia
12464,3160,7/1/2015 22:20,COMPLETE,Western Europe,Isla de Francia
10425,6840,6/2/2015 3:59,COMPLETE,Western Europe,Namur
14060,6023,7/25/2015 5:29,COMPLETE,Northern Europe,Inglaterra
62369,2185,6/29/2017 10:17,COMPLETE,Western Europe,Bretaña
15498,11195,8/15/2015 5:17,COMPLETE,Western Europe,Norte-Paso de Calais-Picardía
18414,4824,9/26/2015 18:53,COMPLETE,Western Europe,Holanda Meridional
63412,9280,7/14/2017 15:41,COMPLETE,Southern Europe,Emilia-Romaña
17167,10183,9/8/2015 14:00,COMPLETE,Western Europe,Mecklemburgo-Pomerania Occidental
67914,3591,9/18/2017 8:56,COMPLETE,Western Europe,Berlín
15482,8338,8/14/2015 23:41,COMPLETE,Northern Europe,Inglaterra
67055,1132,9/5/2017 20:00,COMPLETE,Southern Europe,Apulia
13626,1653,7/18/2015 21:26,COMPLETE,Southern Europe,Liguria
45439,2578,10/25/2016 6:57,COMPLETE,Eastern Europe,Praga
15387,7213,8/13/2015 14:24,COMPLETE,Northern Europe,Dublín
47473,12303,11/23/2016 23:33,COMPLETE,Eastern Europe,Timis
19165,9801,10/7/2015 18:00,COMPLETE,Western Europe,Norte-Paso de Calais-Picardía
12043,1762,6/25/2015 18:50,COMPLETE,Western Europe,Renania del Norte-Westfalia
12255,5815,6/28/2015 21:07,COMPLETE,Northern Europe,Inglaterra
68260,6690,9/23/2017 10:10,COMPLETE,Western Europe,Países del Loira
71547,15100,11/10/2017 9:45,COMPLETE,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos
71393,14946,11/8/2017 3:47,COMPLETE,Western Europe,Tirol
69808,13361,10/16/2017 0:30,ON_HOLD,Northern Europe,Inglaterra
69442,12995,10/10/2017 16:16,ON_HOLD,Western Europe,Bretaña
69850,13403,10/16/2017 15:12,ON_HOLD,Southern Europe,Calabria
69543,13096,10/12/2017 3:39,ON_HOLD,Western Europe,Renania-Palatinado
14620,6125,8/2/2015 9:41,ON_HOLD,Western Europe,Normandía
16778,11307,9/2/2015 21:43,ON_HOLD,Southern Europe,Lacio
16837,8962,9/3/2015 18:24,ON_HOLD,Western Europe,Vaud
15521,11923,8/15/2015 13:20,ON_HOLD,Western Europe,Renania del Norte-Westfalia
19803,6915,10/17/2015 1:31,ON_HOLD,Northern Europe,Inglaterra
63396,2856,7/14/2017 10:05,ON_HOLD,Southern Europe,Madrid
18082,7741,9/21/2015 22:34,ON_HOLD,Western Europe,Renania del Norte-Westfalia
69038,12591,10/4/2017 18:44,ON_HOLD,Western Europe,Brabante Septentrional
60192,8526,5/28/2017 15:35,COMPLETE,South America,Buenos Aires
56838,752,4/9/2017 16:31,COMPLETE,Caribbean,Santiago de Cuba
56754,3513,4/8/2017 11:06,COMPLETE,Caribbean,San Juan
59550,3688,5/19/2017 6:40,COMPLETE,Caribbean,Santo Domingo
5487,8666,3/22/2015 1:59,COMPLETE,Central America,Jalisco
57713,6833,4/22/2017 11:05,COMPLETE,South America,Río de Janeiro
57009,12225,4/12/2017 4:26,COMPLETE,Central America,Guatemala
52258,11978,2/1/2017 19:57,COMPLETE,Central America,Tamaulipas
8303,3040,5/2/2015 4:33,COMPLETE,Central America,Guanajuato
5705,4251,3/25/2015 6:21,COMPLETE,South America,Santiago de Chile
9480,4869,5/19/2015 8:54,COMPLETE,Caribbean,Sancti Spíritus
5131,11515,3/16/2015 21:16,COMPLETE,South America,Buenos Aires
54202,4967,3/2/2017 5:01,COMPLETE,Caribbean,Camagüey
54302,11109,3/3/2017 16:03,COMPLETE,Central America,Nayarit
3895,3040,2/26/2015 20:14,COMPLETE,Central America,Managua
3669,9657,2/23/2015 13:03,COMPLETE,South America,Chocó
53244,3429,2/16/2017 5:23,COMPLETE,Central America,Jalisco
6353,5600,4/3/2015 17:23,COMPLETE,Central America,Choluteca
58407,8122,5/2/2017 14:13,COMPLETE,South America,Chubut
1825,5706,1/27/2015 15:01,COMPLETE,South America,Río de Janeiro
2967,2199,2/13/2015 7:07,COMPLETE,Caribbean,Santo Domingo
54284,5647,3/3/2017 9:45,COMPLETE,Central America,Escuintla
8608,5220,5/6/2015 15:24,COMPLETE,Central America,Guanajuato
53888,10096,2/25/2017 15:00,COMPLETE,Central America,Panamá
56276,9774,4/1/2017 11:38,COMPLETE,South America,Bolívar
9573,2911,5/20/2015 17:29,COMPLETE,Caribbean,Santiago de Cuba
57920,7172,4/25/2017 11:36,COMPLETE,Central America,Puebla
52375,9789,2/3/2017 12:56,COMPLETE,South America,Ceará
51293,7353,1/18/2017 17:52,COMPLETE,South America,Risaralda
53295,8009,2/16/2017 23:15,COMPLETE,South America,São Paulo
58575,8518,5/5/2017 1:04,COMPLETE,Central America,Francisco Morazán
55962,11285,3/27/2017 21:37,COMPLETE,South America,Montevideo
9672,1802,5/22/2015 4:10,COMPLETE,Central America,Choluteca
6380,8157,4/4/2015 2:50,COMPLETE,Central America,San Salvador
59042,463,5/11/2017 20:41,COMPLETE,South America,Minas Gerais
4207,11076,3/3/2015 9:32,COMPLETE,Caribbean,Santo Domingo
53175,5540,2/15/2017 5:13,COMPLETE,Central America,Yucatán
55881,6212,3/26/2017 17:15,COMPLETE,Caribbean,Ciego de Ávila
3402,9735,2/19/2015 15:31,COMPLETE,Central America,Managua
8085,12132,4/29/2015 0:11,COMPLETE,Central America,Guanajuato
6518,10006,4/6/2015 3:11,COMPLETE,Central America,Quezaltenango
9695,9075,5/22/2015 12:14,COMPLETE,Central America,Nayarit
4231,3830,3/3/2015 17:57,COMPLETE,South America,São Paulo
57397,8370,4/17/2017 20:22,COMPLETE,Caribbean,Santo Domingo
55785,2541,3/25/2017 7:37,COMPLETE,Caribbean,Martinica
6105,10447,3/31/2015 2:30,COMPLETE,Caribbean,Santo Domingo
8947,10959,5/11/2015 14:10,COMPLETE,Central America,Campeche
52371,1060,2/3/2017 11:32,COMPLETE,Caribbean,Santo Domingo
52938,12340,2/11/2017 18:11,COMPLETE,Central America,San Salvador
56607,5419,4/6/2017 7:36,COMPLETE,South America,São Paulo
4248,3854,3/3/2015 23:54,COMPLETE,South America,Santiago de Chile
57748,1167,4/22/2017 23:20,COMPLETE,Caribbean,Artemisa
9040,10777,5/12/2015 22:45,COMPLETE,Caribbean,Santo Domingo
5875,10242,3/27/2015 17:55,COMPLETE,Central America,San Salvador
9950,9142,5/26/2015 5:34,COMPLETE,Central America,Chihuahua
7025,2074,4/13/2015 12:49,COMPLETE,Central America,Guatemala
59729,10876,5/21/2017 21:22,COMPLETE,Central America,Nuevo León
61556,3070,6/17/2017 13:27,COMPLETE,South America,Río de Janeiro
5602,9789,3/23/2015 18:16,COMPLETE,South America,São Paulo
3500,8518,2/21/2015 1:51,COMPLETE,South America,Demerara-Berbice Superior
52761,4073,2/9/2017 4:10,COMPLETE,Central America,Guanajuato
5280,6602,3/19/2015 1:28,COMPLETE,Central America,Tamaulipas
5337,497,3/19/2015 21:26,COMPLETE,Caribbean,Granma
8724,10883,5/8/2015 8:03,COMPLETE,Caribbean,Santo Domingo
53979,5498,2/26/2017 22:53,COMPLETE,South America,Norte de Santander
54104,3480,2/28/2017 18:41,ON_HOLD,Central America,Atlántida
53180,11127,2/15/2017 6:58,ON_HOLD,Central America,Francisco Morazán
6644,9260,4/7/2015 23:20,ON_HOLD,South America,Lima (ciudad)
58914,8666,5/9/2017 23:50,ON_HOLD,South America,Mendoza
4443,3817,3/6/2015 20:13,ON_HOLD,Central America,Cuscatlán
58182,7769,4/29/2017 7:23,ON_HOLD,Central America,Distrito Federal
8637,1651,5/7/2015 1:34,ON_HOLD,South America,São Paulo
74584,18137,12/24/2017 17:44,COMPLETE,Southeast Asia,Singapur
74497,18050,12/23/2017 11:16,COMPLETE,Oceania,Queensland
74677,18230,12/26/2017 2:19,COMPLETE,South Asia,Karnataka
74675,18228,12/26/2017 1:37,COMPLETE,Southeast Asia,Nom Pen
